"city","state","timezone"
"Cadillac","MI","EST"
"Chase","MI","EST"
"Clawson","MI","EST"
"Coldwater","MI","EST"
"Comstock","MI","EST"
"Dearborn","MI","EST"
"Detroit","MI","EST"
"Durand","MI","EST"
"Eastwood","MI","EST"
"Elk Rapids","MI","EST"
"Elkton","MI","EST"
"Essexville","MI","EST"
"Farwell","MI","EST"
"Fenton","MI","EST"
"Ferndale","MI","EST"
"Flint","MI","EST"
"Fraser","MI","EST"
"Fulton","MI","EST"
"Gaylord","MI","EST"
"Grand Rapids","MI","EST"
"Greenville","MI","EST"
"Grosse Pointe","MI","EST"
"Hale","MI","EST"
"Harper Woods","MI","EST"
"Hell","MI","EST"
"Hillsdale","MI","EST"
"Howell","MI","EST"
"Indian River","MI","EST"
"Jackson","MI","EST"
"Kalamazoo","MI","EST"
"Kentwood","MI","EST"
"Lansing","MI","EST"
"Lincoln Park","MI","EST"
"Madison Heights","MI","EST"
"McBain","MI","EST"
"Morley","MI","EST"
"Muskegon","MI","EST"
"Niles","MI","EST"
"Nirvana","MI","EST"
"Northville","MI","EST"
"Orchard Lake","MI","EST"
"Otter Lake","MI","EST"
"Plymouth","MI","EST"
"Pontiac","MI","EST"
"Port Huron","MI","EST"
"Reed City","MI","EST"
"Remus","MI","EST"
"Royal Oak","MI","EST"
"Saginaw","MI","EST"
"Sawyer","MI","EST"
"Standish","MI","EST"
"Sterling Heights","MI","EST"
"Stockbridge","MI","EST"
"Traverse City","MI","EST"
"Vassar","MI","EST"
"Wayland","MI","EST"
"Westland","MI","EST"
"Whitmore Lake","MI","EST"
"Whittaker","MI","EST"
"Willis","MI","EST"
"Wolf Lake","MI","EST"
"Yale","MI","EST"
"Acworth","NH","EST"
"Alstead","NH","EST"
"Alton","NH","EST"
"Antrim","NH","EST"
"Antrim Center","NH","EST"
"Bath","NH","EST"
"Bedford","NH","EST"
"Bennington","NH","EST"
"Bethlehem","NH","EST"
"Boscawen","NH","EST"
"Bretton Woods","NH","EST"
"Burkehaven","NH","EST"
"Canaan","NH","EST"
"Canaan Center","NH","EST"
"Carroll","NH","EST"
"Center Haverhill","NH","EST"
"Center Ossipee","NH","EST"
"Center Sandwich","NH","EST"
"Center Tuftonboro","NH","EST"
"Chesham","NH","EST"
"Claremont","NH","EST"
"Concord","NH","EST"
"Cornish City","NH","EST"
"Cornish Flat","NH","EST"
"Cornish Mills","NH","EST"
"Croydon","NH","EST"
"Croydon Flat","NH","EST"
"Derry","NH","EST"
"Derry Village","NH","EST"
"Dummer","NH","EST"
"East Acworth","NH","EST"
"East Alton","NH","EST"
"East Concord","NH","EST"
"East Derry","NH","EST"
"East Haverhill","NH","EST"
"East Lempster","NH","EST"
"East Plainfield","NH","EST"
"East Sandwich","NH","EST"
"East Sullivan","NH","EST"
"East Swanzey","NH","EST"
"East Unity","NH","EST"
"East Wolfeboro","NH","EST"
"Epping","NH","EST"
"Exeter","NH","EST"
"Fabyan","NH","EST"
"Farmington","NH","EST"
"Franconia","NH","EST"
"Georges Mills","NH","EST"
"Gilmans Corner","NH","EST"
"Gilmanton","NH","EST"
"Goffstown","NH","EST"
"Goshen","NH","EST"
"Grantham","NH","EST"
"Grasmere","NH","EST"
"Hanover","NH","EST"
"Haverhill","NH","EST"
"Hollis","NH","EST"
"Hudson","NH","EST"
"Jefferson","NH","EST"
"Keene","NH","EST"
"Kidderville","NH","EST"
"Laconia","NH","EST"
"Lee","NH","EST"
"Lempster","NH","EST"
"Littleton","NH","EST"
"Lower Gilmanton","NH","EST"
"Madbury","NH","EST"
"Manchester","NH","EST"
"Marlborough","NH","EST"
"Marlow","NH","EST"
"Melvin Village","NH","EST"
"Meredith","NH","EST"
"Merrimack","NH","EST"
"Mill Village","NH","EST"
"Mirror Lake","NH","EST"
"Moultonborough","NH","EST"
"Munsonville","NH","EST"
"Nashua","NH","EST"
"New Boston","NH","EST"
"New London","NH","EST"
"North Grantham","NH","EST"
"North Haverhill","NH","EST"
"North Newport","NH","EST"
"North Sandwich","NH","EST"
"North Walpole","NH","EST"
"North Weare","NH","EST"
"North Wolfeboro","NH","EST"
"Ossipee","NH","EST"
"Otterville","NH","EST"
"Parker","NH","EST"
"Parker Hill","NH","EST"
"Pelham","NH","EST"
"Portsmouth","NH","EST"
"Riverdale","NH","EST"
"Rochester","NH","EST"
"Roxbury Center","NH","EST"
"Rumney","NH","EST"
"Rumney Depot","NH","EST"
"Rye","NH","EST"
"Rye Beach","NH","EST"
"Sandwich","NH","EST"
"Seabrook Beach","NH","EST"
"South Acworth","NH","EST"
"South Cornish","NH","EST"
"South Seabrook","NH","EST"
"South Stoddard","NH","EST"
"South Tamworth","NH","EST"
"South Weare","NH","EST"
"South Wolfeboro","NH","EST"
"Stinson Lake","NH","EST"
"Stoddard","NH","EST"
"Sugar Hill","NH","EST"
"Sullivan","NH","EST"
"Sunapee","NH","EST"
"Suncook","NH","EST"
"Surry","NH","EST"
"Swanzey","NH","EST"
"Tamworth","NH","EST"
"Thornton","NH","EST"
"Tilton","NH","EST"
"Tinkerville","NH","EST"
"Troy","NH","EST"
"Tuftonboro","NH","EST"
"Twin Mountain","NH","EST"
"Unity","NH","EST"
"Walpole","NH","EST"
"Warner","NH","EST"
"Water Village","NH","EST"
"Weare","NH","EST"
"West Canaan","NH","EST"
"West Claremont","NH","EST"
"West Concord","NH","EST"
"West Ossipee","NH","EST"
"West Rumney","NH","EST"
"West Swanzey","NH","EST"
"West Thornton","NH","EST"
"West Unity","NH","EST"
"Westville","NH","EST"
"Whitefield","NH","EST"
"Wolfeboro","NH","EST"
"Wolfeboro Center","NH","EST"
"Wolfeboro Falls","NH","EST"
"Allendale","NJ","EST"
"Allenhurst","NJ","EST"
"Allenwood","NJ","EST"
"Alloway","NJ","EST"
"Alpha","NJ","EST"
"Annadale","NJ","EST"
"Asbury Park","NJ","EST"
"Atco","NJ","EST"
"Atlantic City","NJ","EST"
"Audubon","NJ","EST"
"Audubon Park","NJ","EST"
"Barrington","NJ","EST"
"Bayonne","NJ","EST"
"Beach Haven","NJ","EST"
"Beachwood","NJ","EST"
"Bergenfield","NJ","EST"
"Bernardsville","NJ","EST"
"Blackwood","NJ","EST"
"Bordertown","NJ","EST"
"Bradley Beach","NJ","EST"
"Brick","NJ","EST"
"Brooklawn","NJ","EST"
"Brookside","NJ","EST"
"Camden","NJ","EST"
"Candlewood","NJ","EST"
"Cape May","NJ","EST"
"Cedar Brook","NJ","EST"
"Cedar Grove","NJ","EST"
"Cedar Knolls","NJ","EST"
"Cedarwood Park","NJ","EST"
"Cherry Hill","NJ","EST"
"Cliffside Park","NJ","EST"
"Collingswood","NJ","EST"
"Cologne","NJ","EST"
"Convent Station","NJ","EST"
"Deepwater","NJ","EST"
"Demarest","NJ","EST"
"Dennisville","NJ","EST"
"Dorothy","NJ","EST"
"East Orange","NJ","EST"
"Edgewater","NJ","EST"
"Edgewater Park","NJ","EST"
"Elmer","NJ","EST"
"Emerson","NJ","EST"
"English Creek","NJ","EST"
"Englishtown","NJ","EST"
"Flagtown","NJ","EST"
"Folsom","NJ","EST"
"Fort Lee","NJ","EST"
"Freehold","NJ","EST"
"Gibbsboro","NJ","EST"
"Gibbstown","NJ","EST"
"Gilford Park","NJ","EST"
"Glen Gardner","NJ","EST"
"Glen Ridge","NJ","EST"
"Glen Rock","NJ","EST"
"Green Creek","NJ","EST"
"Green Pond","NJ","EST"
"Green Village","NJ","EST"
"Greystone Park","NJ","EST"
"Hackensack","NJ","EST"
"Hewitt","NJ","EST"
"High Bridge","NJ","EST"
"Highlands","NJ","EST"
"Hillcrest","NJ","EST"
"Hillside","NJ","EST"
"Hoboken","NJ","EST"
"Hopewell","NJ","EST"
"Island Heights","NJ","EST"
"Jersey City","NJ","EST"
"Kendall Park","NJ","EST"
"Keyport","NJ","EST"
"Lake Hiawatha","NJ","EST"
"Laurel Springs","NJ","EST"
"Leonardo","NJ","EST"
"Leonia","NJ","EST"
"Liberty Corner","NJ","EST"
"Little Falls","NJ","EST"
"Long Branch","NJ","EST"
"Maple Shade","NJ","EST"
"Maywood","NJ","EST"
"McAfee","NJ","EST"
"Mercerville","NJ","EST"
"Millstone","NJ","EST"
"Milltown","NJ","EST"
"Monmouth Beach","NJ","EST"
"Morristown","NJ","EST"
"Mount Holly","NJ","EST"
"Mount Hope","NJ","EST"
"Mount Royal","NJ","EST"
"Mystic Islands","NJ","EST"
"Neptune","NJ","EST"
"New Brunswick","NJ","EST"
"New Milford","NJ","EST"
"New Providence","NJ","EST"
"Newark","NJ","EST"
"Nixon","NJ","EST"
"Norma","NJ","EST"
"North Arlington","NJ","EST"
"North Caldwell","NJ","EST"
"North Plainfield","NJ","EST"
"North Wildwood","NJ","EST"
"Northvale","NJ","EST"
"Nutley","NJ","EST"
"Oak Ridge","NJ","EST"
"Ocean Gate","NJ","EST"
"Oceanport","NJ","EST"
"Oceanville","NJ","EST"
"Orange","NJ","EST"
"Palisades Park","NJ","EST"
"Paramus","NJ","EST"
"Passaic","NJ","EST"
"Paterson","NJ","EST"
"Pemberton","NJ","EST"
"Pennington","NJ","EST"
"Perth Amboy","NJ","EST"
"Pine Beach","NJ","EST"
"Pine Brook","NJ","EST"
"Pine Hill","NJ","EST"
"Point Pleasant","NJ","EST"
"Pompton Lakes","NJ","EST"
"Pompton Plains","NJ","EST"
"Port Monmouth","NJ","EST"
"Port Morris","NJ","EST"
"Port Murray","NJ","EST"
"Port Norris","NJ","EST"
"Port Reading","NJ","EST"
"Prospect Park","NJ","EST"
"Ringwood","NJ","EST"
"Riverdale","NJ","EST"
"Rochelle Park","NJ","EST"
"Rockaway","NJ","EST"
"Roxbury","NJ","EST"
"Rumson","NJ","EST"
"Rutherford","NJ","EST"
"Saddle Brook","NJ","EST"
"Saddle River","NJ","EST"
"Scotch Plains","NJ","EST"
"Sea Bright","NJ","EST"
"Seabrook","NJ","EST"
"Seaside Heights","NJ","EST"
"Seaside Park","NJ","EST"
"Secaucus","NJ","EST"
"Shiloh","NJ","EST"
"Skillman","NJ","EST"
"South Amboy","NJ","EST"
"South Orange","NJ","EST"
"South River","NJ","EST"
"South Seaville","NJ","EST"
"Spotswood","NJ","EST"
"Spring Lake","NJ","EST"
"Stanhope","NJ","EST"
"Stone Harbor","NJ","EST"
"Surf City","NJ","EST"
"Teaneck","NJ","EST"
"Tenafly","NJ","EST"
"Titusville","NJ","EST"
"Trenton","NJ","EST"
"Union","NJ","EST"
"Union Beach","NJ","EST"
"Union City","NJ","EST"
"Verona","NJ","EST"
"Vineland","NJ","EST"
"Wall","NJ","EST"
"Waretown","NJ","EST"
"Wayne","NJ","EST"
"West Orange","NJ","EST"
"Wildwood Crest","NJ","EST"
"Winfield","NJ","EST"
"Woodcliff Lake","NJ","EST"
"Yardville","NJ","EST"
"Adams","NY","EST"
"Addison","NY","EST"
"Afton","NY","EST"
"Albany","NY","EST"
"Albertson","NY","EST"
"Albion","NY","EST"
"Alden","NY","EST"
"Alfred","NY","EST"
"Allegany","NY","EST"
"Altamont","NY","EST"
"Altay","NY","EST"
"Altona","NY","EST"
"Amagansett","NY","EST"
"Amboy","NY","EST"
"Amityville","NY","EST"
"Apulia","NY","EST"
"Apulia Station","NY","EST"
"Aquebogue","NY","EST"
"Astoria","NY","EST"
"Attica","NY","EST"
"Avon","NY","EST"
"Babylon","NY","EST"
"Baiting Hollow","NY","EST"
"Baldwinsville","NY","EST"
"Bay Shore","NY","EST"
"Bay Wood","NY","EST"
"Beaver Dams","NY","EST"
"Belle Harbor","NY","EST"
"Bellmore","NY","EST"
"Bellport","NY","EST"
"Belmont","NY","EST"
"Bennettsburg","NY","EST"
"Benton Center","NY","EST"
"Bergen","NY","EST"
"Bethpage","NY","EST"
"Binghamton","NY","EST"
"Black River","NY","EST"
"Bliss","NY","EST"
"Bluff Point","NY","EST"
"Bohemia","NY","EST"
"Brasher Falls","NY","EST"
"Bridgehampton","NY","EST"
"Brightwaters","NY","EST"
"Bronx","NY","EST"
"Bronxville","NY","EST"
"Brooklyn","NY","EST"
"Buffalo","NY","EST"
"Caledonia","NY","EST"
"Canandaigua","NY","EST"
"Canaseraga","NY","EST"
"Candor","NY","EST"
"Canisteo","NY","EST"
"Casowasco","NY","EST"
"Catharine","NY","EST"
"Catskill","NY","EST"
"Cayuga Heights","NY","EST"
"Cedarhurst","NY","EST"
"Center Moriches","NY","EST"
"Centereach","NY","EST"
"Chemung","NY","EST"
"Chenango Forks","NY","EST"
"Cheningo","NY","EST"
"Chittenango","NY","EST"
"Churchville","NY","EST"
"Cincinnatus","NY","EST"
"Cohocton","NY","EST"
"Cold Spring","NY","EST"
"Commack","NY","EST"
"Conquest","NY","EST"
"Constantia","NY","EST"
"Cooperstown","NY","EST"
"Copiague","NY","EST"
"Coram","NY","EST"
"Corbettsville","NY","EST"
"Corinth","NY","EST"
"Corning","NY","EST"
"Cortland","NY","EST"
"Cutchogue","NY","EST"
"Cuylerville","NY","EST"
"De Ruyter","NY","EST"
"Delphi Falls","NY","EST"
"Dix Hills","NY","EST"
"Dover Plains","NY","EST"
"East Avon","NY","EST"
"East Elmhurst","NY","EST"
"East Freetown","NY","EST"
"East Hampton","NY","EST"
"East Hills","NY","EST"
"East Meadow","NY","EST"
"East Northport","NY","EST"
"East Norwich","NY","EST"
"East Patchogue","NY","EST"
"East Quogue","NY","EST"
"East Rockaway","NY","EST"
"Eastchester","NY","EST"
"Eatons Neck","NY","EST"
"Eggertsville","NY","EST"
"Elmira","NY","EST"
"Endicott","NY","EST"
"Falconer","NY","EST"
"Far Rockaway","NY","EST"
"Fonda","NY","EST"
"Forest Hills","NY","EST"
"Fort Salonga","NY","EST"
"Freeport","NY","EST"
"Friendship","NY","EST"
"Gasport","NY","EST"
"Geneseo","NY","EST"
"Great Neck","NY","EST"
"Great River","NY","EST"
"Greenport","NY","EST"
"Greenwood Lake","NY","EST"
"Halesite","NY","EST"
"Half Acre","NY","EST"
"Halsey Valley","NY","EST"
"Hampton Bays","NY","EST"
"Hancock","NY","EST"
"Harriman","NY","EST"
"Hauppauge","NY","EST"
"Hempstead","NY","EST"
"Henrietta","NY","EST"
"Hicksville","NY","EST"
"Holley","NY","EST"
"Hudson","NY","EST"
"Huntington","NY","EST"
"Indian Cove","NY","EST"
"Indian Lake","NY","EST"
"Interlaken","NY","EST"
"Interlaken Beach","NY","EST"
"Irondequoit","NY","EST"
"Island Park","NY","EST"
"Islip","NY","EST"
"Ithaca","NY","EST"
"Jacks Reef","NY","EST"
"Jamaica","NY","EST"
"Jamestown","NY","EST"
"Jericho","NY","EST"
"Kenmore","NY","EST"
"Keuka Park","NY","EST"
"Kew Gardens","NY","EST"
"Kidders","NY","EST"
"Killawog","NY","EST"
"Kingston","NY","EST"
"Lake Carmel","NY","EST"
"Lake George","NY","EST"
"Lake Placid","NY","EST"
"Lake Ronkonkoma","NY","EST"
"Lake Success","NY","EST"
"Larchmont","NY","EST"
"Levittown","NY","EST"
"Lincklaen","NY","EST"
"Linden Hill","NY","EST"
"Little Falls","NY","EST"
"Little Neck","NY","EST"
"Little Utica","NY","EST"
"Little Valley","NY","EST"
"Little York","NY","EST"
"Livonia","NY","EST"
"Livonia Center","NY","EST"
"Lloyd Harbor","NY","EST"
"Lockport","NY","EST"
"Lonelyville","NY","EST"
"Long Beach","NY","EST"
"Lower Cincinnatus","NY","EST"
"Lowman","NY","EST"
"Lycoming","NY","EST"
"Lysander","NY","EST"
"Malone","NY","EST"
"Mamaroneck","NY","EST"
"Manhasset","NY","EST"
"Manhattan","NY","EST"
"Manlius","NY","EST"
"Manorhaven","NY","EST"
"Marcellus Falls","NY","EST"
"Marlboro","NY","EST"
"Massapequa","NY","EST"
"Mastic","NY","EST"
"Mastic Beach","NY","EST"
"Mattituck","NY","EST"
"Maybrook","NY","EST"
"McGraw","NY","EST"
"Mecklenburg","NY","EST"
"Merrick","NY","EST"
"Messengerville","NY","EST"
"Middle Island","NY","EST"
"Middleport","NY","EST"
"Miller Place","NY","EST"
"Mineola","NY","EST"
"Montauk","NY","EST"
"Montour Falls","NY","EST"
"Munsey Park","NY","EST"
"Muttontown","NY","EST"
"Nanticoke","NY","EST"
"Navarino","NY","EST"
"New Rochelle","NY","EST"
"New York","NY","EST"
"New York Mills","NY","EST"
"Niagara Falls","NY","EST"
"Nissequogue","NY","EST"
"North Amityville","NY","EST"
"North Bellmore","NY","EST"
"North Chemung","NY","EST"
"North Chittenango","NY","EST"
"North Cohocton","NY","EST"
"North Patchogue","NY","EST"
"North Sea","NY","EST"
"Northport","NY","EST"
"Old Bethpage","NY","EST"
"Old Mastic","NY","EST"
"Ossining","NY","EST"
"Oswego","NY","EST"
"Owasco","NY","EST"
"Owego","NY","EST"
"Oyster Bay","NY","EST"
"Ozone Park","NY","EST"
"Panther Lake","NY","EST"
"Parksville","NY","EST"
"Patchogue","NY","EST"
"Patterson","NY","EST"
"Payne Beach","NY","EST"
"Peconic","NY","EST"
"Peekskill","NY","EST"
"Pelham","NY","EST"
"Penn Yan","NY","EST"
"Peruville","NY","EST"
"Piffard","NY","EST"
"Pine Bush","NY","EST"
"Point O' Woods","NY","EST"
"Pompey","NY","EST"
"Pompey Center","NY","EST"
"Poquott","NY","EST"
"Port Chester","NY","EST"
"Presho","NY","EST"
"Pultneyville","NY","EST"
"Pumpkin Hook","NY","EST"
"Queens","NY","EST"
"Quioque","NY","EST"
"Quogue","NY","EST"
"Rathbone","NY","EST"
"Red Creek","NY","EST"
"Remsenburg","NY","EST"
"Richmond Hill","NY","EST"
"Risingville","NY","EST"
"Rochester","NY","EST"
"Rockaway Park","NY","EST"
"Rockaway Point","NY","EST"
"Ronkonkoma","NY","EST"
"Roslyn","NY","EST"
"Roslyn Harbor","NY","EST"
"Roslyn Heights","NY","EST"
"Rye","NY","EST"
"Sag Harbor","NY","EST"
"Sagaponack","NY","EST"
"Sagetown","NY","EST"
"San Remo","NY","EST"
"Saranac Lake","NY","EST"
"Scarsdale","NY","EST"
"Schenectady","NY","EST"
"Scipio Center","NY","EST"
"Scipioville","NY","EST"
"Sea Breeze","NY","EST"
"Sea Cliff","NY","EST"
"Seeley Creek","NY","EST"
"Sempronius","NY","EST"
"Setauket","NY","EST"
"Sheldrake","NY","EST"
"Sheldrake Springs","NY","EST"
"Shinnecock Hills","NY","EST"
"Shongo","NY","EST"
"Shortsville","NY","EST"
"Skaneateles","NY","EST"
"Skaneateles Falls","NY","EST"
"Slaterville Springs","NY","EST"
"Sloan","NY","EST"
"Sodus","NY","EST"
"Sodus Center","NY","EST"
"Sodus Point","NY","EST"
"South Canisteo","NY","EST"
"South Haven","NY","EST"
"South Huntington","NY","EST"
"South Livonia","NY","EST"
"South Ozone Park","NY","EST"
"South Setauket","NY","EST"
"South Sodus","NY","EST"
"Southeast Owasco","NY","EST"
"Southampton","NY","EST"
"Southold","NY","EST"
"Speedsville","NY","EST"
"Spencerport","NY","EST"
"Speonk","NY","EST"
"Staten Island","NY","EST"
"Stony Brook","NY","EST"
"Stony Point","NY","EST"
"Syosset","NY","EST"
"Syracuse","NY","EST"
"Tarrytown","NY","EST"
"Texas Valley","NY","EST"
"Throgs Neck","NY","EST"
"Throop","NY","EST"
"Tiana","NY","EST"
"Tillson","NY","EST"
"Troy","NY","EST"
"Trumansburg","NY","EST"
"Trumbull Corners","NY","EST"
"Tuckahoe","NY","EST"
"Tupper Lake","NY","EST"
"Tuscarora","NY","EST"
"Utica","NY","EST"
"Valhalla","NY","EST"
"Valley Stream","NY","EST"
"Varna","NY","EST"
"Wading River","NY","EST"
"Wantagh","NY","EST"
"Watkins Glen","NY","EST"
"Wautoma Beach","NY","EST"
"Webb Mills","NY","EST"
"West Amboy","NY","EST"
"West Henrietta","NY","EST"
"West Hills","NY","EST"
"West Islip","NY","EST"
"West Sayville","NY","EST"
"West Slaterville","NY","EST"
"Westbury","NY","EST"
"Westhampton","NY","EST"
"White Plains","NY","EST"
"Willseyville","NY","EST"
"Woodmere","NY","EST"
"Woodstock","NY","EST"
"Wyandanch","NY","EST"
"Yonkers","NY","EST"
"Yorktown","NY","EST"
"Zena","NY","EST"
"Almond","NC","EST"
"Apex","NC","EST"
"Archer Lodge","NC","EST"
"Asheville","NC","EST"
"Balfour","NC","EST"
"Benson","NC","EST"
"Bentonville","NC","EST"
"Blanch","NC","EST"
"Boomer","NC","EST"
"Bullock","NC","EST"
"Butters","NC","EST"
"Cary","NC","EST"
"Charlotte","NC","EST"
"Cycle","NC","EST"
"Dobson","NC","EST"
"Durham","NC","EST"
"Earl","NC","EST"
"East Flat Rock","NC","EST"
"East Marion","NC","EST"
"Fayetteville","NC","EST"
"Flat Rock","NC","EST"
"Four Oaks","NC","EST"
"Freeland","NC","EST"
"Garner","NC","EST"
"Gates","NC","EST"
"Grandy","NC","EST"
"Greensboro","NC","EST"
"Halifax","NC","EST"
"Hayne","NC","EST"
"Horneytown","NC","EST"
"Kenly","NC","EST"
"Kitty Hawk","NC","EST"
"Landis","NC","EST"
"Lowland","NC","EST"
"Micro","NC","EST"
"Mint Hill","NC","EST"
"Monroe","NC","EST"
"Old Fort","NC","EST"
"Pine Level","NC","EST"
"Pinnacle","NC","EST"
"Raleigh","NC","EST"
"Ranger","NC","EST"
"Rex","NC","EST"
"Robbins","NC","EST"
"Rockwell","NC","EST"
"Roper","NC","EST"
"Sanford","NC","EST"
"Selma","NC","EST"
"Smithfield","NC","EST"
"Stacy","NC","EST"
"Stella","NC","EST"
"Stem","NC","EST"
"Trinity","NC","EST"
"Wade","NC","EST"
"Weldon","NC","EST"
"Whispering Pines","NC","EST"
"Wilmington","NC","EST"
"Wilsons Mills","NC","EST"
"Winston-Salem","NC","EST"
"Winton","NC","EST"
"Adena","OH","EST"
"Akron","OH","EST"
"Alger","OH","EST"
"Anna","OH","EST"
"Atwater","OH","EST"
"Austintown","OH","EST"
"Barberton","OH","EST"
"Bellbrook","OH","EST"
"Boardman","OH","EST"
"Bolivar","OH","EST"
"Bremen","OH","EST"
"Bryan","OH","EST"
"Burton","OH","EST"
"Calcutta","OH","EST"
"Caldwell","OH","EST"
"Canton","OH","EST"
"Chauncey","OH","EST"
"Chesterland","OH","EST"
"Cincinnati","OH","EST"
"Cleveland","OH","EST"
"Clinton","OH","EST"
"Colby","OH","EST"
"Columbus","OH","EST"
"Convoy","OH","EST"
"Coolville","OH","EST"
"Dayton","OH","EST"
"Eastlake","OH","EST"
"Euclid","OH","EST"
"Felicity","OH","EST"
"Findlay","OH","EST"
"Fremont","OH","EST"
"Genoa","OH","EST"
"Glenwillow","OH","EST"
"Haskins","OH","EST"
"Heath","OH","EST"
"Hicksville","OH","EST"
"Huron","OH","EST"
"Ironton","OH","EST"
"Jeffersonville","OH","EST"
"Kettering","OH","EST"
"Lafferty","OH","EST"
"Lima","OH","EST"
"Lindsey","OH","EST"
"Lorain","OH","EST"
"Mansfield","OH","EST"
"Newtown","OH","EST"
"Portsmouth","OH","EST"
"St. Bernard","OH","EST"
"Steubenville","OH","EST"
"Toledo","OH","EST"
"Upper Sandusky","OH","EST"
"Versailles","OH","EST"
"Wamsley","OH","EST"
"West Alexandria","OH","EST"
"West Carrollton","OH","EST"
"West Liberty","OH","EST"
"West Milton","OH","EST"
"West Salem","OH","EST"
"Westview","OH","EST"
"Willoughby","OH","EST"
"Xenia","OH","EST"
"Youngstown","OH","EST"
"Zanesville","OH","EST"
"Aldan","PA","EST"
"Allentown","PA","EST"
"Altoona","PA","EST"
"Apollo","PA","EST"
"Arnold","PA","EST"
"Aspinwall","PA","EST"
"Atlas","PA","EST"
"Baden","PA","EST"
"Bainbridge","PA","EST"
"Bally","PA","EST"
"Bobtown","PA","EST"
"Braddock","PA","EST"
"Bristol","PA","EST"
"Bryn Mawr","PA","EST"
"Camp Hill","PA","EST"
"Churchill","PA","EST"
"Coatesville","PA","EST"
"Confluence","PA","EST"
"Cornwall","PA","EST"
"Darby","PA","EST"
"Drexel Hill","PA","EST"
"Duryea","PA","EST"
"Elam","PA","EST"
"Erie","PA","EST"
"Fleetwood","PA","EST"
"Hershey","PA","EST"
"Johnstown","PA","EST"
"Kennett Square","PA","EST"
"Lancaster","PA","EST"
"Landisville","PA","EST"
"Leesport","PA","EST"
"Manheim","PA","EST"
"Mars","PA","EST"
"McKeesport","PA","EST"
"Meadville","PA","EST"
"Mildred","PA","EST"
"Nisbet","PA","EST"
"Oliver","PA","EST"
"Patton","PA","EST"
"Philadelphia","PA","EST"
"Pittsburgh","PA","EST"
"Plum","PA","EST"
"Polk","PA","EST"
"Quakertown","PA","EST"
"Reading","PA","EST"
"Robinson","PA","EST"
"Rural Valley","PA","EST"
"Scranton","PA","EST"
"Swissvale","PA","EST"
"Templeton","PA","EST"
"Tullytown","PA","EST"
"United","PA","EST"
"Universal","PA","EST"
"Valley Forge","PA","EST"
"Waterson","PA","EST"
"Wilkes-Barre","PA","EST"
"Youngsville","PA","EST"
"Zion","PA","EST"
"Albion","RI","EST"
"Allenton","RI","EST"
"Alton","RI","EST"
"Anthony","RI","EST"
"Arkwright","RI","EST"
"Ashaway","RI","EST"
"Ashton","RI","EST"
"Avondale","RI","EST"
"Barrington","RI","EST"
"Belleville","RI","EST"
"Bonnet Shores","RI","EST"
"Bradford","RI","EST"
"Burdickville","RI","EST"
"Canonchet","RI","EST"
"Coventry","RI","EST"
"Coventry Center","RI","EST"
"Cranston","RI","EST"
"Davisville","RI","EST"
"East Greenwich","RI","EST"
"East Natick","RI","EST"
"Escoheag","RI","EST"
"Exeter","RI","EST"
"Foster","RI","EST"
"Frenchtown","RI","EST"
"Galilee","RI","EST"
"Green Hill","RI","EST"
"Greene","RI","EST"
"Haversham","RI","EST"
"Hope","RI","EST"
"Hope Valley","RI","EST"
"Hopkins Hollow","RI","EST"
"Hoxsie","RI","EST"
"Hughesdale","RI","EST"
"Jamestown","RI","EST"
"Kenyon","RI","EST"
"Kingston","RI","EST"
"Lafayette","RI","EST"
"Lonsdale","RI","EST"
"Manville","RI","EST"
"Matunuck","RI","EST"
"Meshanticut","RI","EST"
"Millville","RI","EST"
"Misquamicut","RI","EST"
"Narragansett","RI","EST"
"Natick","RI","EST"
"Newport","RI","EST"
"Nooseneck","RI","EST"
"Olneyville","RI","EST"
"Pawtucket","RI","EST"
"Peace Dale","RI","EST"
"Perryville","RI","EST"
"Point Judith","RI","EST"
"Potter Hill","RI","EST"
"Providence","RI","EST"
"Quidnick","RI","EST"
